last_name, first_name,player_id,year,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,n_fieldout_5stars,n_opp_5stars,n_5star_percent,n_fieldout_4stars,n_opp_4stars,n_4star_percent,n_fieldout_3stars,n_opp_3stars,n_3star_percent,n_opp_2stars,n_2star_percent,n_fieldout_2stars,n_1star_percent,n_fieldout_1stars,n_opp_1stars,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,
Bethancourt, Christian,542194,2022,90.1,9.4,31.4,28,11.7,6.3,24.3,21.3,31.4,4.6,44.8,101.959454237,7.365619619,81,26.8,44.3,49,50.2,121,247,50.5,558,90.2,7.4,128,580,398,1106,73,119,444,49.5,548,43.5,481,34.7,62.5,35.6,41.4,23,239,67.6,46.4,111,23.8,57,23.8,57,5.9,14,18,1.89,1.86,1.91,2,1.52,1.52,,0.76,88.3,,,,,,,,,,,,,,,,,,,,,,,4.43,28.1,
Ozuna, Marcell,542303,2022,89.4,16.5,31.8,46,13.1,4,23.9,28.7,25.6,4.3,43.8,101.775141886,7.035047714,68.2,19.7,33.3,44.6,55.4,162,363,53.9,1090,80,6.2,219,1063,737,2023,80.3,125,636,46.1,933,39.8,806,28.7,49.4,41.2,37.2,21.6,352,61.5,38.4,135,30.7,108,20.7,73,10.2,36,,,,,,,,,,,-3,0,9,0.0,0,3,0.0,0,1,0.0,6,66.7,4,100.0,5,5,0.1,-1.8,0.4,-1.4,32.2,,4.67,26.6,
Villar, Jonathan,542340,2022,89.6,-0.7,24.7,4,2.7,6.2,24,16.4,43.8,4.1,40.4,100.671592429,6.551199137,75.1,28.1,29.1,50.7,49.3,68,134,52.5,460,85.5,7.1,185,482,201,877,70.3,88,313,47.5,417,43.6,382,34.9,51,30.1,42.5,27.4,146,61.4,61.6,90,17.8,26,19.2,28,1.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,26.8,
Ortega, Rafael,542364,2022,87.2,17.1,37.6,12,4.8,5.2,26.8,33.2,26,3.6,33.7,97.447746423,4.750083049,67.4,10.7,25.9,38,59.6,79,208,53.2,804,78.5,7.1,260,791,452,1517,88.7,51,476,46.8,706,42.7,645,19.3,45.4,40.4,35.2,24.4,250,59.6,34.4,86,33.2,83,24.8,62,7.6,19,,,,,,,,,,,-1,0,12,0.0,1,4,25.0,5,8,62.5,8,75.0,6,87.5,7,8,-0.6,-0.2,0.4,-0.5,33.2,,4.53,27.0,
Aguilar, Jesus,542583,2022,87.7,19.1,39.7,24,6.9,7.7,27.1,30.3,25.1,2.6,36,98.459753543,5.301003066,64.9,17.6,36.2,41.6,57.9,168,404,53.7,1116,67.7,6.4,175,1154,749,2078,82.2,110,624,46.3,962,43.1,895,27,49.5,36.3,39.1,24.6,350,60.9,32.9,115,30.9,108,26.9,94,9.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,23.9,
Beckham, Tim,542921,2022,90.5,-0.4,12.5,0,0,6.3,25,12.5,50,6.3,50,101.5056975,7.50426,80.9,23.7,31.8,71.4,28.6,10,14,48.4,44,100,7.7,11,52,28,91,76.3,9,38,51.6,47,48.4,44,36.5,57.1,50,37.5,12.5,16,60,81.3,13,6.3,1,12.5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,
Berti, Jon,542932,2022,88,4.7,30.7,16,5.9,5.2,23.3,19.6,41.5,4.1,37,98.782159778,5.452015688,65.5,16.9,22.3,48.2,51.8,82,170,48.7,764,81.5,8.6,101,1033,436,1570,83,89,528,51.3,806,42.8,672,24.5,44.5,30,40.7,29.3,270,61.9,53,143,21.5,58,22.2,60,3.3,9,,,,,,,,,,,0,0,3,0.0,0,2,0.0,1,1,100.0,2,100.0,2,100.0,1,1,-0.6,0.4,0.6,0.4,33.5,35,4.26,29.6,
Crawford, Brandon,543063,2022,88.1,12.3,31,21,6.7,5.4,23.6,25.2,34.2,4.2,35.1,97.909462452,5.081156699,76.3,24.6,26.1,52,47.6,119,229,51,877,85.5,7.6,280,961,479,1720,75.1,158,643,49,843,41.5,714,31.8,50.7,34.8,40.9,24.3,313,60.8,47.3,148,23.6,74,21.7,68,7.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,25.3,
Cron, C.J.,543068,2022,88.7,14.2,36.8,45,10.8,5.5,24.3,26.7,28.4,4.1,42.3,101.410198894,6.867484771,63,16,33.2,39.3,60.5,167,425,51.2,1280,76.4,7.8,252,1516,731,2500,84,123,768,48.8,1220,45.4,1134,24.3,47.7,33.7,40.6,25.7,416,61.8,39.2,163,27.9,116,26,108,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,25.2,
Dickerson, Alex,543105,2022,90.1,18.2,33.3,2,8.3,12.5,12.5,29.2,37.5,0,41.7,100.162001667,6.577181667,67.1,18.4,20.5,62.5,37.5,10,16,51.7,78,54.5,7.3,25,98,28,151,81.6,9,49,48.3,73,43.7,66,29.2,43,50,37.5,12.5,24,52.8,37.5,9,25,6,29.2,7,8.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,
Gomes, Yan,543228,2022,85.3,9.4,37.9,8,3.4,6,24.3,25.1,34.5,5.5,28.9,96.735466466,4.387642035,70.5,11.2,39.1,33.2,66.8,68,205,52.1,524,68.7,8.3,101,568,331,1006,88.8,38,340,47.9,482,43.2,435,19.4,54.2,40.9,35.3,23.8,235,63.1,46.4,109,21.3,50,26.8,63,5.5,13,27,1.97,1.96,1.98,3,1.53,1.43,1.58,0.68,79.4,,,,,,,,,,,,,,,,,,,,,,,4.72,26.3,
Grossman, Robbie,543257,2022,86.7,21.1,38.5,10,3.5,7.7,26.9,37.4,22.4,2.1,30.4,96.176090559,4.129787754,63,16.1,19.2,48.9,50.5,92,188,50.4,979,74.1,7.6,297,1097,543,1942,83.9,98,607,49.6,963,42.6,827,23.9,40.9,46.2,32.9,21,286,62.1,31.8,91,32.2,92,27.6,79,8.4,24,,,,,,,,,,,0,0,17,0.0,2,7,28.6,8,13,61.5,13,100.0,13,84.6,11,13,0.9,-0.3,-0.6,0,33.4,,4.39,27.9,
Harrison, Josh,543281,2022,87.4,14.7,32,12,3.8,5.3,26,28.8,33.2,2.8,32.3,96.783559748,4.431292303,72.9,17.4,35,30.5,69.5,79,259,48.2,739,75.2,8.4,122,911,488,1533,82,101,579,51.8,794,43.4,665,21.5,54.7,35.1,39.8,25.1,319,59.8,43.9,140,28.2,90,21.6,69,6.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,27.0,
Hicks, Aaron,543305,2022,87.9,14.8,25.2,16,5.8,2.9,26.3,30.9,29.5,4,33.1,98.078223577,5.127214322,62.5,19.8,20.5,43.1,56.4,91,211,51,1028,75.7,7.1,434,991,583,2017,79.5,122,616,49,986,43.9,884,25.8,41.1,44.2,32,23.7,278,55.8,44.6,124,23.7,66,20.5,57,11.2,31,,,,,,,,,,,1,1,21,4.8,0,5,0.0,9,13,69.2,15,93.3,14,100.0,15,15,0.3,-0.5,0,-0.2,34.3,,4.26,27.9,
Higashioka, Kyle,543309,2022,90.9,17.2,36.6,18,9.8,4.9,26.8,30.1,23,4.9,48.1,101.231678333,7.189627056,71.9,17.9,28.6,49.2,49.2,63,128,49.3,447,81.3,8.8,102,488,311,907,81.5,59,330,50.7,459,39.5,358,26.8,50.6,44.3,41,14.8,183,61.7,36.1,66,28.4,52,25.1,46,10.4,19,22,1.95,1.97,1.94,1,1.54,1.54,,0.69,80.1,,,,,,,,,,,,,,,,,,,,,,,4.72,25.9,
Hosmer, Eric,543333,2022,88.4,3.1,29.3,18,5.7,5.7,22.4,15.5,43.8,5.7,39.7,101.224912803,6.690963706,66.8,9.9,33.8,33.8,65.5,100,296,54.1,875,68.1,7,193,941,481,1617,90.1,49,496,45.9,742,41.7,674,18.8,49,36,39.4,24.6,317,58.3,57.1,181,15.1,48,21.5,68,6.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,25.8,
McCann, James,543510,2022,90.2,16.3,33.8,9,6.9,9.2,24.6,29.2,26.2,3.8,40.8,100.237659692,6.399973876,68.9,17.8,35,48,52,61,127,50.9,363,70.8,9.1,55,416,242,713,82.2,43,241,49.1,350,41.5,296,28.3,51.6,30,45.4,24.6,130,60.7,36.9,48,30.8,40,26.2,34,6.2,8,18,2.03,2.01,2.05,0,,,,0.73,80.7,,,,,,,,,,,,,,,,,,,,,,,4.76,26.1,
Miller, Brad,543543,2022,91.1,14.1,27.5,12,7.8,4.6,22.9,29.4,33.3,1.3,39.9,100.033437368,6.372039868,71.7,26.9,30.1,58.3,41,81,139,50.5,462,81.8,7.2,150,482,282,914,73.1,87,324,49.5,452,44.5,407,36.3,50.7,30.7,38.6,30.7,153,59.8,42.5,65,28.1,43,19.6,30,9.8,15,,,,,,,,,,,-4,0,5,0.0,0,0,,2,4,50.0,5,40.0,2,,0,0,0.6,-2.1,-0.5,-2.1,31.2,,4.44,27.1,
Nola, Austin,543592,2022,89.4,12,35.4,7,2.4,6.7,30.3,26.3,32,2,39.7,98.960360608,5.682414983,63.1,8.7,20.5,33.8,66.2,50,148,47.5,723,67.5,7.7,174,940,407,1522,91.3,44,504,52.5,799,44.9,683,14.4,42.8,42.1,33.3,24.6,297,58.6,42.4,126,24.2,72,27.3,81,6.1,18,34,2.01,2.01,1.95,4,1.61,1.65,1.49,0.75,81.4,,,,,,,,,,,,,,,,,,,,,,,4.74,26.4,
Rendon, Anthony,543685,2022,89.6,18.7,42.1,11,8.3,6.8,23.3,32.3,26.3,1.5,37.6,99.082562576,5.890380153,68.6,15,18.5,35.1,64.9,26,74,52.6,399,80,7.2,64,428,265,759,85,37,247,47.4,360,43.3,329,19.6,42.3,39.1,40.6,20.3,133,62.2,35.3,47,30.1,40,26.3,35,8.3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,26.2,
Semien, Marcus,543760,2022,87.3,19.9,32.4,37,6.8,6.2,23.8,35.3,24.1,3.8,34.9,97.838624343,5.00847117,71.1,12.3,24.7,42.9,57.1,152,354,51.5,1431,84.2,7.1,288,1501,987,2776,87.7,118,956,48.5,1345,43.7,1213,20.6,47.2,43.5,34,22.5,547,60.8,33.6,184,34,186,21.8,119,10.6,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.37,28.9,
Shaw, Travis,543768,2022,79.3,29,41.7,0,0,0,8.3,66.7,8.3,16.7,8.3,89.902043333,1.910435455,72.9,20,39.4,46.2,53.8,6,13,40.7,33,85.7,8.6,14,43,24,81,80,7,35,59.3,48,44.4,36,27.1,59.3,16.7,50,33.3,12,42.1,25,3,25,3,33.3,4,16.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springer III, George,543807,2022,88.7,13.9,31.8,35,8.4,7.2,22,25.8,31.8,4.5,42.3,101.320507081,6.768491799,77.4,21,25.6,49.3,50.7,140,284,51,1110,86.4,7.1,291,1232,652,2175,79,173,824,49,1065,42,913,28.2,50.9,45.7,32.3,22,418,62,44.3,185,24.4,102,21.8,91,9.6,40,,,,,,,,,,,1,1,11,9.1,2,3,66.7,7,9,77.8,11,90.9,10,85.7,18,21,-0.4,0.5,0.1,0.2,34.6,2,4.37,28.3,
Strange-Gordon, Dee,543829,2022,84.4,1.3,25.5,0,0,2,21.6,19.6,51,5.9,17.6,92.76007,2.491009184,70.5,12.2,46.2,23.8,71.4,10,42,46.4,91,91.3,11.7,22,120,54,196,86.5,9,74,53.6,105,41.8,82,16.4,59.2,45.1,35.3,19.6,51,64.4,62.7,32,13.7,7,21.6,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.13,28.4,
Vazquez, Christian,543877,2022,87.9,10.7,36.1,17,5.1,3.6,28.9,24.1,36.7,1.2,36.4,97.833724337,4.999999849,66.5,11.8,31.9,28.5,71.5,74,260,50,816,73.7,7,147,947,533,1632,88.2,64,543,50,816,43,701,17.2,49.2,28.3,44,27.7,332,64.6,45.2,150,22.6,75,25.9,86,6.3,21,37,1.94,1.95,1.92,2,1.5,1.45,1.55,0.67,80.3,,,,,,,,,,,,,,,,,,,,,,,4.66,25.5,
Wong, Kolten,543939,2022,87,14,33.5,19,5.4,6.3,21.2,26.6,34.4,5.7,35.5,97.674374503,4.864768387,64.2,13.2,22,40.4,57.8,91,225,50,1024,71.4,8.2,273,1142,630,2049,85.7,87,658,50,1025,41.4,849,20.2,43.1,41.8,33,25.2,349,55.6,43.6,152,23.5,82,25.2,88,7.7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,26.0,
Gregorius, Didi,544369,2022,84.5,15.8,33.3,5,2.8,5,25.6,31.1,30,5,22.8,94.452718539,3.340268249,81.4,13,41.2,44.1,55.4,78,177,52,430,87.3,7.6,152,461,214,827,86.7,42,323,48,397,42.4,351,24,60.5,32.8,42.8,24.4,180,63.8,41.7,75,26.7,48,22.8,41,8.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,27.3,
Garcia, Leury,544725,2022,87,6.2,30,10,4.2,3.3,25,22.1,40,4.6,35.6,97.781782479,4.939701197,75.9,17.4,35.9,40.1,59.4,81,202,48.8,562,86,8.7,182,625,341,1155,82.6,78,447,51.2,589,42.7,491,24.4,56.4,33.3,39.6,27.1,240,64.4,53.3,128,21.7,52,20.8,50,4.2,10,,,,,,,,,,,2,0,4,0.0,1,1,100.0,4,5,80.0,2,100.0,2,100.0,4,4,-0.3,1.9,0.4,2,35.4,4,4.18,28.4,
Vargas, Ildemaro,545121,2022,87,7.4,28.2,4,2.1,4.3,20.2,27.1,41,5.3,29.3,96.943626739,4.531312459,64.7,8.2,30.7,18.9,77,23,122,50,397,75.4,7.2,149,474,171,794,90.3,21,257,50,397,43.3,344,11.6,47.7,32.4,45.7,21.8,188,59.9,48.9,92,22.9,43,22.3,42,5.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,27.1,
Grichuk, Randal,545341,2022,90,8.7,27.3,26,6.8,6.6,18.9,24.4,38.6,3.9,43.6,101.601495926,7.066145714,69.5,14.2,32.7,45.8,54.2,152,332,51.4,1016,74.3,6.9,189,1172,614,1977,85.8,95,668,48.6,961,42,831,24.7,50.6,33.9,40.2,26,381,59.3,50.4,192,26,99,18.1,69,5.5,21,,,,,,,,,,,-1,0,28,0.0,1,6,16.7,11,15,73.3,23,87.0,20,95.0,19,20,-1.4,-0.2,0.7,-0.9,32.5,,4.5,28.0,
Marisnick, Jake,545350,2022,88.4,19.9,33.3,4,7.4,7.4,22.2,27.8,18.5,14.8,42.6,101.038234583,6.796227234,75.4,15.8,42.2,53.8,41.5,35,65,53.5,154,93.8,5.6,22,160,106,288,81.2,16,101,46.5,134,46.2,133,30.7,57.6,35.2,46.3,18.5,54,75.3,38.9,21,27.8,15,22.2,12,11.1,6,,,,,,,,,,,6,3,9,33.3,1,1,100.0,2,2,100.0,7,100.0,7,100.0,6,6,1.2,1.5,-1,1.7,35.8,2,,28.7,
Stassi, Max,545358,2022,88.6,9.5,26,21,9.4,4.9,17.9,23.8,40.4,3.1,39.5,98.972653514,5.67534181,66.2,26.4,21.1,58.4,41.6,87,149,49.1,705,78.9,7.9,84,806,542,1436,73.6,128,484,50.9,731,41.9,601,34,44.1,35.4,40.4,24.2,223,61.3,52,116,25.6,57,14.8,33,7.6,17,33,2.03,2.03,2.03,3,1.57,1.56,1.6,0.73,80.3,,,,,,,,,,,,,,,,,,,,,,,4.86,25.6,
Trout, Mike,545361,2022,91.6,24.6,37.7,59,19.7,7,20.7,34.3,15,3.3,51,104.135929733,8.5588815,64.8,24.2,22.6,46.9,53.1,113,241,50.6,1066,70.2,6.7,159,1378,567,2105,75.8,163,673,49.4,1039,44.1,929,30.2,43.4,40,33.7,26.3,300,55.8,25,75,44.7,134,21.3,64,9,27,,,,,,,,,,,3,0,16,0.0,1,8,12.5,9,11,81.8,13,84.6,11,100.0,19,19,-1.2,0,0.1,-1.1,33.4,27,4.3,29.4,
Herrera, Odubel,546318,2022,86.9,4,24.3,7,4.9,3.5,22.2,20.8,40.3,6.3,37.5,99.933778143,6.012093741,68.6,10.1,38.5,46,54,69,150,52.9,390,71.7,7.2,99,402,231,737,89.1,24,238,47.1,347,40.8,301,24,52.6,38.2,26.4,35.4,144,59.4,57.6,83,17.4,25,17.4,25,7.6,11,,,,,,,,,,,2,0,6,0.0,2,5,40.0,3,5,60.0,7,100.0,7,100.0,11,11,1,0.7,-0.5,1.2,35.6,1,4.28,26.9,
Almora Jr., Albert,546991,2022,84,6.7,29.8,3,1.8,4.1,25.1,21.6,37.4,7.6,25.4,95.828660964,3.938692242,67.8,17,36.4,34.4,65,54,157,51.9,431,84,6,94,466,270,846,83,46,271,48.1,400,42.6,354,23.6,51.5,42.1,37.4,20.5,171,57,50.9,87,18.1,31,23.4,40,7.6,13,,,,,,,,,,,6,0,12,0.0,3,7,42.9,11,11,100.0,7,100.0,7,100.0,11,11,0.3,0.8,0.4,1.5,35.4,,4.45,27.6,
Lopes, Christian,547173,2022,91.1,27.6,75,0,0,25,50,25,0,0,25,96.00989,4.004945,68.4,7.7,35.7,50,50,5,10,59.6,28,100,2.1,2,37,8,47,92.3,1,13,40.4,19,42.6,20,26.1,48.9,25,50,25,4,60,25,1,0,0,50,2,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harper, Bryce,547180,2022,92.1,11.8,37.2,37,12.8,6.2,26.6,21.4,29,3.8,47.9,102.954593636,8.099964685,82.1,19.2,35.7,44.8,53.3,142,317,55.8,889,87.6,5.6,330,832,426,1594,80.1,111,579,44.2,705,41.9,668,28.2,56.2,37.9,36.2,25.9,290,65,42.1,122,25.9,75,29.7,86,2.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,27.6,
Perez, Roberto,547379,2022,89.3,5.4,42.9,4,11.4,11.4,22.9,17.1,34.3,2.9,51.4,101.789615556,7.453621714,57,25.9,23.9,60.5,39.5,23,38,51.6,159,70.8,7.8,9,191,108,308,74.1,22,85,48.4,149,45.5,140,36.6,39.9,45.7,37.1,17.1,35,52.2,48.6,17,28.6,10,22.9,8,0,0,3,2.01,2.02,2.01,0,,,,0.72,78.5,,,,,,,,,,,,,,,,,,,,,,,,24.8,
Abreu, Jose,547989,2022,92.2,8,34.5,47,9.5,7.7,26.7,19,33.9,2.8,51.8,102.953606518,8.20270568,66.1,14.7,29.8,41,59,172,420,51.7,1410,73.1,8.2,227,1604,886,2730,85.3,128,871,48.3,1317,41.9,1142,23.2,47.3,34.5,39.2,26.3,495,57.7,47.7,236,24,119,25.1,124,3.2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,26.0,
Diaz, Elias,553869,2022,88.4,11.1,28.3,16,5.9,5.1,23.2,25.7,35.7,2.6,39.3,100.058292985,6.204058315,72.6,12.9,33,42.2,57.8,106,251,52.6,760,81.1,7.3,151,776,513,1445,87.1,64,497,47.4,685,41.8,604,22.7,51.8,32.4,41.2,26.5,272,63.3,47.8,130,22.8,62,21,57,8.5,23,29,1.94,1.97,1.87,5,1.43,1.44,1.4,0.72,84.8,,,,,,,,,,,,,,,,,,,,,,,4.64,26.1,
Narvaez, Omar,553882,2022,84.7,17.7,36.7,5,2.4,4.8,24.2,35.3,27.5,5.3,18.4,94.078356176,3.054216305,73.5,18.5,27.8,35.5,64.5,60,169,51.4,608,81,7.1,213,695,273,1182,81.3,78,422,48.6,574,44.2,522,23.4,50,37.7,34.3,28,207,60.3,36.2,75,34.8,72,24.2,50,4.8,10,23,2.01,2.01,2,2,1.51,1.46,1.57,0.71,79,,,,,,,,,,,,,,,,,,,,,,,4.99,24.1,
Astudillo, Willians,553902,2022,83,15.5,27.5,0,0,2,29.4,29.4,31.4,7.8,21.6,95.272520769,3.848511961,86.2,10.7,50.6,25.6,72.1,11,43,56.7,85,88.9,6,7,76,67,150,89.3,6,56,43.3,65,36.7,55,17.2,66,37.3,37.3,25.5,51,63.6,45.1,23,21.6,11,19.6,10,13.7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,24.4,
Machado, Dixon,553988,2022,71.6,22.5,30,0,0,0,30,30,30,10,10,86.186512,0.923981,57.1,15,23.1,66.7,33.3,4,6,42.6,26,83.3,9.8,7,42,12,61,85,3,20,57.4,35,37.7,23,26.9,42.6,20,50,30,10,70.6,40,4,30,3,20,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suarez, Eugenio,553993,2022,89.8,19.9,36.4,52,14.8,7.4,20.5,29,24.4,3.7,43.5,100.691818466,6.681885812,63.6,24,21.5,58.1,41.9,169,291,51.7,1352,74,7.9,241,1479,893,2617,76,193,804,48.3,1265,41.8,1093,33.1,41.8,44.3,31.3,24.4,352,60.9,34.1,120,39.2,138,20.7,73,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,25.7,
Gonzalez, Erik,570481,2022,84.4,-0.7,32,0,0,0,28,16,44,12,20,95.166554167,3.612839167,77.5,31.9,31,29.6,70.4,8,27,49.4,87,81.8,6.3,21,103,52,176,68.1,22,69,50.6,89,41.5,73,31.3,54.5,36,36,28,25,63.4,60,15,8,2,28,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,
Urshela, Gio,570482,2022,88.9,11.8,38.6,29,7,6.6,26.9,24.5,31.1,2.9,37.6,99.120552402,5.736875907,71.2,15.4,36,32.6,67.4,122,374,51.5,1038,80.4,7.8,213,1097,703,2017,84.6,107,697,48.5,979,42.3,853,21.4,53.1,33.3,39.8,26.9,412,64.9,41.7,172,23.8,98,30.1,124,4.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,25.8,
Sanchez, Yolmer,570560,2022,84.4,14,38.5,0,0,3.8,11.5,34.6,34.6,11.5,15.4,93.495089167,2.904037391,64.6,17.6,32.1,29.4,64.7,10,34,57.3,106,81.8,5.9,23,130,32,185,80.4,9,51,42.7,79,35.7,66,22.4,45.9,30.8,46.2,23.1,26,56.8,50,13,23.1,6,23.1,6,3.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,
Schoop, Jonathan,570731,2022,87,9.7,29.1,18,4.8,6.6,22,23.8,36.8,5,38.6,99.967628556,5.993791257,75.2,18.8,36.8,46.4,53.6,157,338,51.3,918,76.6,6.9,170,980,634,1789,81.2,123,655,48.7,871,41.6,744,28.2,55.5,37,39.9,23,378,64.4,45.2,171,20.6,78,24.3,92,9.8,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,27.0,
Arenado, Nolan,571448,2022,88.7,21.7,35.4,40,8.2,7.8,23.5,36.4,21.5,2.5,38.9,99.558566721,5.94061248,66.9,11.7,32.6,31.9,68.1,131,411,54.1,1260,70.6,6.6,206,1270,850,2330,88.3,84,716,45.9,1070,41,956,19.1,48.4,45.2,34.8,20,489,61.3,30.5,149,29,142,26.2,128,14.3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,25.5,
Barnhart, Tucker,571466,2022,84.5,10.1,30.3,4,1.9,2.9,22.6,27.4,38.9,5.3,26,95.275826176,3.655968177,65.7,14.8,25.2,44.1,55.9,63,143,48.3,567,73.3,7.3,198,650,324,1174,85,59,399,51.7,607,45.2,531,22.5,46.2,34.1,37,28.8,208,65.9,54.3,113,17.3,36,21.6,45,6.7,14,37,1.99,1.98,1.99,2,1.62,1.7,1.54,0.69,79.3,,,,,,,,,,,,,,,,,,,,,,,4.88,23.8,
Davidson, Matt,571602,2022,87.3,13.1,23.8,3,14.3,0,19,28.6,28.6,9.5,33.3,99.907509091,6.240907143,57.5,19,34.8,56.5,43.5,13,23,47.5,66,75,5.8,9,74,55,139,81,8,42,52.5,73,51.1,71,32.3,46.8,47.6,28.6,23.8,21,56.8,47.6,10,33.3,7,9.5,2,9.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,
Farmer, Kyle,571657,2022,85.5,12.7,37.7,19,4.4,6.9,26,23,32.4,6.7,33.8,97.050252093,4.534027326,64.7,10.3,36.3,34.3,65.2,136,396,51.2,1090,71.6,7.9,173,1261,687,2145,89.7,69,671,48.8,1037,43.3,920,19.2,50.3,39.1,35.4,25.5,435,63.1,45.3,197,23.4,102,25.5,111,5.7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,26.8,
Hamilton, Billy,571740,2022,78.4,28.3,33.3,0,0,0,22.2,33.3,11.1,33.3,11.1,90.54521,3.915963333,79.5,48.6,32.6,64.3,35.7,9,14,49.4,43,57.1,8,7,67,13,87,48.6,17,35,50.6,44,50.6,44,53.1,56.3,55.6,22.2,22.2,9,73.9,44.4,4,33.3,3,11.1,1,11.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,29.0,
Haniger, Mitch,571745,2022,91.9,18.2,31.1,19,11.8,8.1,21.7,30.4,25.5,2.5,47.2,101.996690741,7.72188441,65.7,19.8,26.4,52.6,47.4,71,135,51.4,512,68.1,6.9,101,557,336,996,80.2,63,318,48.6,484,40.2,400,29.6,45.5,44.1,32.9,23,161,58.9,37.3,60,29.2,47,23,37,10.6,17,,,,,,,,,,,2,0,8,0.0,3,6,50.0,3,4,75.0,8,87.5,7,100.0,8,8,0.1,-0.1,0.6,0.6,33.7,,4.6,26.9,
Hernandez, Enrique,571771,2022,87.8,17.1,33.3,17,5.8,3.4,25.5,33.3,27.9,3.7,35,98.74127898,5.455821843,70.7,14.5,27.2,47.9,52.1,103,215,53,790,86.5,6.4,142,800,543,1490,85.3,72,495,47,700,41.5,619,24.6,47.7,43.9,33.7,22.4,294,54.7,39.8,117,22.1,65,23.5,69,14.6,43,,,,,,,,,,,4,0,9,0.0,4,11,36.4,7,7,100.0,14,100.0,14,100.0,22,22,4.2,0.7,-0.9,4,39,,4.57,26.9,
Lamb, Jake,571875,2022,91.5,15,35.6,7,11.9,6.8,25.4,28.8,25.4,1.7,44.1,100.710084667,6.859118475,63.5,19.9,23.8,60,40,33,55,51,231,67.7,6.8,62,261,127,453,79.4,28,141,49,222,42.6,193,31.1,43.3,39,37.3,23.7,59,68.5,37.3,22,33.9,20,22,13,6.8,4,,,,,,,,,,,-2,0,3,0.0,0,1,0.0,0,1,0.0,0,,0,66.7,2,3,-3.2,-3.5,0.7,-5.9,28.7,,,26.1,
